2022-01-29T20:25:49+00:00
Running ./Lookup_benchmark
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.85, 0.98, 0.99
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"QPMult/1/4",1,0.783741,0.783732,s,,,,,,0.7,1.11848e+07,0.25
"QPMult/2/4",1,1.57707,1.57704,s,,,,,,0.7,1.67772e+07,0.5
"QPMult/3/3",1,2.44616,2.44611,s,,,,,,0.5,3.35544e+07,0.75
"QPMult/4/3",1,59.4985,59.4978,s,,,,,,0.5,8.38861e+08,100
"QPMult/3/4",1,3.73878,3.7387,s,,,,,,0.7,3.35544e+07,0.75
"QPMult/4/4",1,99.1472,99.1458,s,,,,,,0.7,8.38861e+08,100
"QPMult/0/5",1,0.884813,0.884783,s,,,,,,0.9,9.32068e+06,0
"QPMult/1/5",1,1.42462,1.42459,s,,,,,,0.9,1.11848e+07,0.25
"QPMult/2/5",1,2.94756,2.94748,s,,,,,,0.9,1.67772e+07,0.5
"QPMult/3/5",1,6.98256,6.98245,s,,,,,,0.9,3.35544e+07,0.75
"QPMult/4/5",1,191.243,191.24,s,,,,,,0.9,8.38861e+08,100
"QPMurmur/0/3",1,0.701896,0.701901,s,,,,,,0.5,9.32068e+06,0
"QPMurmur/1/3",1,0.944519,0.944507,s,,,,,,0.5,1.11848e+07,0.25
"QPMurmur/2/3",1,1.602,1.60195,s,,,,,,0.5,1.67772e+07,0.5
"QPMurmur/0/4",1,0.901004,0.90098,s,,,,,,0.7,9.32068e+06,0
"QPMurmur/1/4",1,1.23154,1.23152,s,,,,,,0.7,1.11848e+07,0.25
"QPMurmur/2/4",1,2.08416,2.08412,s,,,,,,0.7,1.67772e+07,0.5
"QPMurmur/3/3",1,3.34556,3.3455,s,,,,,,0.5,3.35544e+07,0.75
"QPMurmur/4/3",1,82.2304,82.2297,s,,,,,,0.5,8.38861e+08,100
"QPMurmur/3/4",1,4.40992,4.40985,s,,,,,,0.7,3.35544e+07,0.75
"QPMurmur/4/4",1,112.909,112.908,s,,,,,,0.7,8.38861e+08,100
"QPMurmur/0/5",1,1.27575,1.27574,s,,,,,,0.9,9.32068e+06,0
"QPMurmur/1/5",1,1.84864,1.84863,s,,,,,,0.9,1.11848e+07,0.25
"QPMurmur/2/5",1,3.36432,3.36423,s,,,,,,0.9,1.67772e+07,0.5
"QPMurmur/3/4",1,4.40992,7.80985,s,,,,,,0.9,3.35544e+07,0.75
