2022-02-21T08:36:00+00:00
Running ./DenseLookup
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.27, 0.48, 0.68
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"tslQPMult/0/3",1,7.64494,7.64483,s,,,,,,0.5,3.56962e+07,0
"tslQPMult/1/3",1,9.00763,9.00752,s,,,,,,0.5,4.47392e+07,0.25
"tslQPMult/2/3",1,11.7566,11.7564,s,,,,,,0.5,6.71089e+07,0.5
"tslQPMult/0/4",1,8.6731,8.67298,s,,,,,,0.7,3.56962e+07,0
"tslQPMult/1/4",1,10.386,10.3859,s,,,,,,0.7,4.47392e+07,0.25
"tslQPMult/2/4",1,14.1577,14.1575,s,,,,,,0.7,6.71089e+07,0.5
"tslQPMult/3/3",1,18.4157,18.4154,s,,,,,,0.5,1.34218e+08,0.75
"tslQPMult/4/3",1,293.86,293.855,s,,,,,,0.5,3.35544e+09,100
"tslQPMult/3/4",1,24.4003,24.3999,s,,,,,,0.7,1.34218e+08,0.75
"tslQPMult/4/4",1,508.032,508.025,s,,,,,,0.7,3.35544e+09,100
"tslQPMult/0/5",1,10.4792,10.4791,s,,,,,,0.9,3.56962e+07,0
"tslQPMult/1/5",1,13.9831,13.9829,s,,,,,,0.9,4.47392e+07,0.25
"tslQPMult/2/5",1,22.302,22.3017,s,,,,,,0.9,6.71089e+07,0.5
"tslQPMult/3/5",1,46.6025,46.6019,s,,,,,,0.9,1.34218e+08,0.75
"tslQPMult/4/5",1,1198.82,1198.81,s,,,,,,0.9,3.35544e+09,100
"tslQPMurmur/0/3",1,3.14964,3.14957,s,,,,,,0.5,3.56962e+07,0
"tslQPMurmur/1/3",1,4.10963,4.10955,s,,,,,,0.5,4.47392e+07,0.25
"tslQPMurmur/2/3",1,7.19204,7.19192,s,,,,,,0.5,6.71089e+07,0.5
"tslQPMurmur/0/4",1,4.05262,4.05254,s,,,,,,0.7,3.56962e+07,0
"tslQPMurmur/1/4",1,6.02571,6.02558,s,,,,,,0.7,4.47392e+07,0.25
"tslQPMurmur/2/4",1,11.1221,11.1219,s,,,,,,0.7,6.71089e+07,0.5
"tslQPMurmur/3/3",1,15.2642,15.264,s,,,,,,0.5,1.34218e+08,0.75
"tslQPMurmur/4/3",1,307.711,307.706,s,,,,,,0.5,3.35544e+09,100
"tslQPMurmur/3/4",1,23.9012,23.9009,s,,,,,,0.7,1.34218e+08,0.75
"tslQPMurmur/4/4",1,571.203,571.195,s,,,,,,0.7,3.35544e+09,100
"tslQPMurmur/0/5",1,6.95099,6.9509,s,,,,,,0.9,3.56962e+07,0
"tslQPMurmur/1/5",1,12.0342,12.0341,s,,,,,,0.9,4.47392e+07,0.25
"tslQPMurmur/2/5",1,23.5901,23.5897,s,,,,,,0.9,6.71089e+07,0.5
"tslQPMurmur/3/5",1,55.9474,55.9467,s,,,,,,0.9,1.34218e+08,0.75
"tslQPMurmur/4/5",1,1573.07,1573.05,s,,,,,,0.9,3.35544e+09,100
"sppQPMult/0/3",1,7.88108,7.88096,s,,,,,,0.5,3.56962e+07,0
"sppQPMult/1/3",1,9.21335,9.21323,s,,,,,,0.5,4.47392e+07,0.25
"sppQPMult/2/3",1,12.1619,12.1617,s,,,,,,0.5,6.71089e+07,0.5
"sppQPMult/0/4",1,8.85442,8.85427,s,,,,,,0.7,3.56962e+07,0
"sppQPMult/1/4",1,10.5196,10.5195,s,,,,,,0.7,4.47392e+07,0.25
"sppQPMult/2/4",1,14.4749,14.4747,s,,,,,,0.7,6.71089e+07,0.5
"sppQPMult/3/3",1,19.4864,19.4862,s,,,,,,0.5,1.34218e+08,0.75
"sppQPMult/4/3",1,337.954,337.949,s,,,,,,0.5,3.35544e+09,100
"sppQPMult/3/4",1,24.9459,24.9455,s,,,,,,0.7,1.34218e+08,0.75
"sppQPMult/4/4",1,520.262,520.253,s,,,,,,0.7,3.35544e+09,100
"sppQPMult/0/5",1,10.4848,10.4846,s,,,,,,0.9,3.56962e+07,0
"sppQPMult/1/5",1,14.088,14.0877,s,,,,,,0.9,4.47392e+07,0.25
"sppQPMult/2/5",1,22.5921,22.5917,s,,,,,,0.9,6.71089e+07,0.5
"sppQPMult/3/5",1,47.2557,47.2549,s,,,,,,0.9,1.34218e+08,0.75
"sppQPMult/4/5",1,1224.23,1224.21,s,,,,,,0.9,3.35544e+09,100
"sppQPMurmur/0/3",1,3.59008,3.58999,s,,,,,,0.5,3.56962e+07,0
"sppQPMurmur/1/3",1,4.85407,4.85397,s,,,,,,0.5,4.47392e+07,0.25
"sppQPMurmur/2/3",1,8.11133,8.11121,s,,,,,,0.5,6.71089e+07,0.5
"sppQPMurmur/0/4",1,4.68803,4.68796,s,,,,,,0.7,3.56962e+07,0
"sppQPMurmur/1/4",1,6.75551,6.7554,s,,,,,,0.7,4.47392e+07,0.25
"sppQPMurmur/2/4",1,11.5553,11.5551,s,,,,,,0.7,6.71089e+07,0.5
"sppQPMurmur/3/3",1,16.8107,16.8105,s,,,,,,0.5,1.34218e+08,0.75
"sppQPMurmur/4/3",1,351.373,351.367,s,,,,,,0.5,3.35544e+09,100
"sppQPMurmur/3/4",1,24.5711,24.5707,s,,,,,,0.7,1.34218e+08,0.75
"sppQPMurmur/4/4",1,592.292,592.284,s,,,,,,0.7,3.35544e+09,100
"sppQPMurmur/0/5",1,7.54377,7.54365,s,,,,,,0.9,3.56962e+07,0
"sppQPMurmur/1/5",1,12.4686,12.4684,s,,,,,,0.9,4.47392e+07,0.25
"sppQPMurmur/2/5",1,23.9853,23.9849,s,,,,,,0.9,6.71089e+07,0.5
"sppQPMurmur/3/5",1,56.8043,56.8034,s,,,,,,0.9,1.34218e+08,0.75
"sppQPMurmur/4/5",1,1595.52,1595.49,s,,,,,,0.9,3.35544e+09,100
"gabrielQPMult/0/3",48378653,1.05631e-08,0.471136,s,,,,,,0.5,9.32068e+06,0
"gabrielQPMult/1/3",1,0.632926,0.632916,s,,,,,,0.5,1.11848e+07,0.25
"gabrielQPMult/2/3",1,1.11078,1.11076,s,,,,,,0.5,1.67772e+07,0.5
"gabrielQPMult/0/4",1,0.517313,0.517318,s,,,,,,0.7,9.32068e+06,0
